Ancestor?,Scan date,Nr,Name,Nickname,Gender,Level,possibleLevels,CP,HP,Dust cost,Overall appraisal,ATT max?,DEF max?,HP max?,Stats appraisal,min IV%,ØIV%,max IV%,ØATT IV,ØDEF IV,ØHP IV,Unique?,Fast move,Special move,Special move 2,DPS,Box,Custom1,Custom2,Saved,Form,Egg,Lucky
0,9/26/19 8:53:59 PM,228,Houndour,Ø80Hou☪♨100A,♀,20.0,20.0,674,83,2500,?,0,0,0,?,80.0,80.0,80.0,11.0,13.3,11.7,0,Feint Attack,Flamethrower,- ,15.7,Default,,,1,681,0,1
0,9/26/19 8:53:55 PM,157,Typhlosion,Ø82Typh♨100A,♂,20.0,20.0,1610,118,2500,?,0,0,0,?,80.0,82.2,84.4,12.5,12.0,12.5,0,Ember,Overheat,- ,21.8,Default,,,1,156,0,1
0,9/26/19 8:53:51 PM,465,Tangrowth,93Tangr⁂☠83A,♀,20.0,20.0,1716,142,2500,?,0,0,0,?,93.3,93.3,93.3,14.0,15.0,13.0,1,Infestation,Sludge Bomb,- ,18.9,Favorite,,,1,508,0,1
0,9/26/19 8:53:47 PM,40,Wigglytuff,93Wiggly○92D,♀,9.0,9.0,490,122,1000,?,0,0,0,?,93.3,93.3,93.3,15.0,15.0,12.0,1,Pound,Hyper Beam,- ,11.7,Favorite,,,1,39,0,1
0,9/26/19 8:53:43 PM,301,Delcatty,Ø84Delc⛤♡93C,♀,12.0,12.0,500,84,1300,?,0,0,0,?,82.2,84.0,86.7,14.2,13.0,10.6,0,Zen Headbutt,Play Rough,- ,9.4,Default,,,1,300,0,1
0,9/26/19 8:53:39 PM,281,Kirlia,Ø88Kirl↯✞56E,♂,20.0,20.0,539,75,2500,?,0,0,0,?,86.7,87.8,88.9,14.5,14.5,10.5,0,Charge Beam,Shadow Sneak,- ,7.5,Favorite,,,1,690,0,1
0,9/26/19 8:53:35 PM,103,Exeggutor Normal,82Exegg⛤100A,♀,29.5,29.5,2485,164,5000,?,0,0,0,?,82.2,82.2,82.2,14.0,12.0,11.0,1,Extrasensory,Psychic,- ,31.5,Default,,,1,394,0,1
0,9/26/19 8:53:30 PM,273,Seedot,Ø90Seedo❁77B,♂,22.0,22.0,363,84,3000,?,0,0,0,?,86.7,90.0,93.3,13.5,12.0,15.0,0,Bullet Seed,Energy Ball,- ,6.9,Default,,,1,272,0,1
0,9/26/19 8:53:26 PM,202,Wobbuffet,91Wobb夫⛤100B,♀,20.0,20.0,580,235,2500,?,0,0,0,?,91.1,91.1,91.1,15.0,13.0,13.0,1,Counter,Mirror Coat,- ,6.4,Favorite,,,1,201,0,1
0,9/26/19 8:53:22 PM,220,Swinub,Ø66Swinu❆91A,♀,24.0,24.0,463,94,3500,?,0,0,0,?,62.2,65.9,68.9,10.0,12.0,7.7,0,Powder Snow,Icy Wind,- ,8.0,Default,,,1,219,0,1
0,9/26/19 8:53:18 PM,220,Swinub,89Swinub○99B,♀,20.0,20.0,415,88,2500,?,0,0,0,?,88.9,88.9,88.9,15.0,14.0,11.0,1,Tackle,Body Slam,- ,8.3,Default,,,1,219,0,1
0,9/26/19 8:53:15 PM,220,Swinub,Ø86Swin❆♜97A,♂,15.0,15.0,305,77,1900,?,0,0,0,?,84.4,85.6,86.7,13.5,12.5,12.5,0,Powder Snow,Rock Slide,- ,7.0,Favorite,,,1,219,0,1
0,9/26/19 8:53:11 PM,220,Swinub,Ø48Swin❆♜97A,♀,12.0,12.0,221,65,1300,?,0,0,0,?,42.2,47.7,53.3,9.7,7.3,4.5,0,Powder Snow,Rock Slide,- ,5.9,Default,,,1,219,0,1
0,9/26/19 8:53:05 PM,220,Swinub,Ø61Swin○❆95B,♂,23.0,23.0,442,90,3500,?,0,0,0,?,57.8,60.7,62.2,10.7,12.0,4.7,0,Tackle,Icy Wind,- ,8.2,Default,,,1,219,0,1
0,9/26/19 8:53:02 PM,808,Meltan,Ø90Melt↯⚙87B,,15.0,15.0,447,73,1900,?,0,0,0,?,88.9,89.6,91.1,13.7,14.0,12.7,0,Thunder Shock,Flash Cannon,- ,8.0,Favorite,,,1,574,0,1
0,9/26/19 8:52:58 PM,220,Swinub,Ø82Swin❆○96A,♂,9.0,9.0,178,60,1000,?,0,0,0,?,77.8,82.4,86.7,11.8,10.8,14.5,0,Powder Snow,Body Slam,- ,5.2,Default,,,1,219,0,1
0,9/26/19 8:52:54 PM,473,Mamoswine,Ø93Mamo❆⛰79D,♀,6.0,6.0,544,82,600,?,0,0,0,?,93.3,93.3,93.3,14.3,13.5,14.3,0,Powder Snow,Bulldoze,- ,11.3,Favorite,,,1,516,0,1
0,9/26/19 8:52:51 PM,473,Mamoswine,96Mamos⛰♜73B,♀,20.0,20.0,1888,153,2500,?,0,0,0,?,95.6,95.6,95.6,14.0,14.0,15.0,1,Mud-Slap,Ancient Power,- ,19.4,Favorite,,,1,516,0,1
0,9/26/19 8:52:47 PM,473,Mamoswine,89Mamos❆⛰79D,♂,24.0,24.0,2246,167,3500,?,0,0,0,?,88.9,88.9,88.9,13.0,13.0,14.0,1,Powder Snow,Bulldoze,- ,23.0,Default,,,1,516,0,1
0,9/26/19 8:52:42 PM,142,Aerodactyl,87Aerod☪⚙78D,♂,15.0,15.0,1166,106,1900,?,0,0,0,?,86.7,86.7,86.7,11.0,13.0,15.0,1,Bite,Iron Head,- ,15.8,Favorite,,,1,141,0,1
0,9/26/19 8:52:34 PM,220,Swinub,Ø69Swin❆○96A,♂,16.0,16.0,308,79,1900,?,0,0,0,?,64.4,68.9,73.3,10.6,8.9,11.5,0,Powder Snow,Body Slam,- ,7.0,Shiny,,,1,219,0,1
0,9/26/19 8:52:31 PM,310,Manectric,Ø86Mane☪♨74B,♀,15.0,15.0,978,96,1900,?,0,0,0,?,84.4,85.8,86.7,12.0,12.0,14.6,0,Snarl,Flame Burst,- ,15.4,Favorite,,,1,309,0,1
0,9/26/19 8:52:26 PM,391,Monferno,84Monfer夫86B,♂,15.0,15.0,658,88,1900,?,0,0,0,?,84.4,84.4,84.4,14.0,14.0,10.0,1,Rock Smash,Low Sweep,- ,12.1,Favorite,,,1,434,0,1
0,9/26/19 8:52:21 PM,473,Mamoswine,Ø70Mamo❆100D,♀,40.0,40.0,3200,199,10000,?,0,0,0,?,68.9,70.0,71.1,11.5,10.0,10.0,0,Powder Snow,Avalanche,- ,34.9,Favorite,,,1,516,0,1
0,9/26/19 8:52:15 PM,310,Manectric,Ø82Mane☪♨74B,♀,15.0,15.0,975,95,1900,?,0,0,0,?,82.2,82.2,82.2,13.0,11.3,12.7,0,Snarl,Flame Burst,- ,15.5,Favorite,,,1,309,0,1
0,9/26/19 8:52:09 PM,347,Anorith,Ø91Anor⁂☂78B,♂,15.0,15.0,643,73,1900,?,0,0,0,?,91.1,91.1,91.1,13.0,13.5,14.5,0,Struggle Bug,Aqua Jet,- ,10.5,Favorite,,,1,346,0,1
0,9/26/19 8:52:05 PM,100,Voltorb,Ø83Volto↯99A,,15.0,15.0,417,68,1900,?,0,0,0,?,80.0,83.3,86.7,13.5,11.5,12.5,0,Spark,Discharge,- ,10.0,Default,,,1,99,0,1
0,9/26/19 8:52:01 PM,101,Electrode,Ø96Elect↯95A,,15.0,15.0,894,87,1900,?,0,0,0,?,95.6,96.3,97.8,14.7,14.0,14.7,0,Volt Switch,Thunderbolt,- ,14.9,Favorite,,,1,100,0,1
0,9/26/19 8:51:57 PM,138,Omanyte,Ø84Oman☂♜96A,♀,15.0,15.0,643,64,1900,?,0,0,0,?,80.0,84.0,88.9,13.2,11.0,13.6,0,Water Gun,Ancient Power,- ,11.9,Favorite,,,1,137,0,1
0,9/26/19 8:51:52 PM,299,Nosepass,Ø77Nose♜↯94A,♀,15.0,15.0,404,60,1900,?,0,0,0,?,64.4,76.5,88.9,11.7,8.1,14.6,0,Rock Throw,Thunderbolt,- ,7.3,Favorite,,,1,298,0,1
0,9/26/19 8:51:45 PM,299,Nosepass,Ø78Nose♜↯94A,♂,15.0,15.0,411,60,1900,?,0,0,0,?,66.7,77.8,91.1,13.7,6.9,14.4,0,Rock Throw,Thunderbolt,- ,7.4,Default,,,1,298,0,1
0,9/26/19 8:51:41 PM,57,Primeape,93Prime夫100A,♂,15.0,15.0,969,91,1900,?,0,0,0,?,93.3,93.3,93.3,13.0,15.0,14.0,1,Counter,Close Combat,- ,18.2,Favorite,,,1,56,0,1
0,9/26/19 8:51:37 PM,142,Aerodactyl,Ø86Aero⚙♜84B,♂,19.0,19.0,1480,118,2500,?,0,0,0,?,84.4,85.6,86.7,13.0,12.5,13.0,0,Steel Wing,Ancient Power,- ,19.3,Favorite,,,1,141,0,1
0,9/26/19 8:50:42 PM,483,Dialga,Ø87Dia⚙☬100A,,25.5,25.5,2892,147,4000,?,0,0,0,?,86.7,86.7,86.7,12.0,13.5,13.5,0,Metal Claw,Draco Meteor,- ,32.4,Favorite,,,1,526,0,1
0,9/26/19 8:50:37 PM,310,Manectric,Ø87Manec↯97B,♂,15.0,15.0,983,95,1900,?,0,0,0,?,86.7,86.7,86.7,14.0,12.5,12.5,0,Charge Beam,Wild Charge,- ,20.4,Default,,,1,309,0,1
0,9/26/19 8:30:57 PM,141,Kabutops,Ø83Kab☂♜100B,♂,15.0,15.0,1136,87,1900,?,0,0,0,?,80.0,83.1,86.7,13.0,10.0,14.4,0,Waterfall,Stone Edge,- ,18.1,Favorite,,,1,140,0,1
0,9/26/19 8:30:52 PM,400,Bibarel,Ø98Bib☂○100B,♀,6.0,6.0,299,65,600,?,0,0,0,?,97.8,97.8,97.8,14.5,14.5,15.0,0,Water Gun,Hyper Fang,- ,9.4,Favorite,,,1,443,0,1
0,9/26/19 8:30:48 PM,249,Lugia,Ø71Lugi☬☂78B,,15.0,15.0,1543,126,1900,?,0,0,0,?,64.4,71.1,77.8,13.5,9.3,9.3,0,Dragon Tail,Hydro Pump,- ,14.9,Default,,,1,248,0,1
0,9/26/19 8:30:43 PM,108,Lickitung,Ø85Lick⛤❁95A,♂,20.0,20.0,787,130,2500,?,0,0,0,?,82.2,85.2,88.9,14.0,12.7,11.7,0,Zen Headbutt,Power Whip,- ,10.7,Favorite,,,1,107,0,1
0,9/26/19 8:30:30 PM,78,Rapidash,Ø84Rapi♨100A,♂,25.0,25.0,1717,118,4000,?,0,0,0,?,82.2,83.7,84.4,13.7,9.3,14.7,0,Fire Spin,Fire Blast,- ,22.5,Default,,,1,77,0,1
0,9/26/19 8:30:20 PM,344,Claydol,91Clayd⛤⚙79B,,18.0,18.0,987,96,2200,?,0,0,0,?,91.1,91.1,91.1,11.0,15.0,15.0,1,Confusion,Gyro Ball,- ,11.7,Favorite,,,1,343,0,1
0,9/26/19 8:30:16 PM,91,Cloyster,Ø82Cloys❆99A,♂,18.0,18.0,1275,83,2200,?,0,0,0,?,80.0,82.2,84.4,13.3,13.3,10.3,0,Ice Shard,Avalanche,- ,18.3,Default,,,1,90,0,1
0,9/26/19 8:30:08 PM,189,Jumpluff,Ø91Jump⁂❁91A,♀,19.0,19.0,877,114,2500,?,0,0,0,?,88.9,91.1,93.3,14.5,11.5,15.0,0,Infestation,Energy Ball,- ,10.6,Default,,,1,188,0,1
0,9/26/19 8:30:04 PM,320,Wailmer,Ø91Wai☂⚙100A,♂,20.0,20.0,818,174,2500,?,0,0,0,?,91.1,91.1,91.1,14.5,11.5,15.0,0,Water Gun,Heavy Slam,- ,14.0,Favorite,,,1,319,0,1
0,9/26/19 8:29:16 PM,103,Exeggutor Alolan,89Exeggu☬94A,♂,20.0,20.0,1693,137,2500,?,0,0,0,?,88.9,88.9,88.9,13.0,12.0,15.0,1,Dragon Tail,Dragon Pulse,- ,23.7,Favorite,,,1,395,0,1
0,9/26/19 8:29:01 PM,133,Eevee,Ø77Eevee○98C,♀,24.0,24.0,700,104,3500,?,0,0,0,?,73.3,76.7,80.0,13.5,7.5,13.5,0,Tackle,Swift,- ,10.0,Default,,,1,132,0,1
0,9/26/19 8:28:51 PM,277,Swellow,Ø80Swel⚙✈96A,♀,16.0,16.0,847,89,1900,?,0,0,0,?,77.8,79.6,82.2,12.8,10.4,12.6,0,Steel Wing,Sky Attack,- ,18.2,Default,,,1,276,0,1
0,9/26/19 8:28:46 PM,281,Kirlia,Ø84Kirl↯✞56E,♂,20.0,20.0,529,78,2500,?,0,0,0,?,82.2,84.4,86.7,12.0,11.0,15.0,0,Charge Beam,Shadow Sneak,- ,7.4,Default,,,1,690,0,1
0,9/26/19 8:28:36 PM,148,Dragonair,Ø91Drag☬○84D,♀,4.0,4.0,183,43,400,?,0,0,0,?,88.9,91.0,93.3,13.8,13.0,14.1,0,Dragon Breath,Wrap,- ,5.9,Favorite,,,1,624,0,1
0,9/26/19 8:28:32 PM,24,Arbok,Ø86Arbo☠☪89B,♂,14.0,14.0,752,82,1600,?,0,0,0,?,84.4,85.6,86.7,14.5,13.5,10.5,0,Acid,Dark Pulse,- ,12.6,Favorite,,,1,23,0,1
0,9/26/19 8:28:27 PM,808,Meltan,Ø94Melt↯⚙87B,,11.0,11.0,331,64,1300,?,0,0,0,?,93.3,94.4,95.6,14.5,13.0,15.0,0,Thunder Shock,Flash Cannon,- ,6.9,Favorite,,,1,574,0,1
0,9/26/19 8:28:22 PM,131,Lapras,Ø92Lapra❆95A,♂,15.5,15.5,1159,152,950,?,0,0,0,?,91.1,92.2,93.3,14.5,14.0,13.0,0,Ice Shard,Ice Beam,- ,14.8,Favorite,,,1,738,1,0
0,9/26/19 8:28:16 PM,257,Blaziken,91Blazi夫♨94B,♂,10.5,10.5,846,87,1000,?,0,0,0,?,91.1,91.1,91.1,15.0,15.0,11.0,1,Counter,Overheat,- ,19.0,Favorite,,,1,256,0,1
0,9/26/19 8:28:12 PM,326,Grumpig,Ø93Grum↯✞84C,♂,23.0,23.0,1541,130,3500,?,0,0,0,?,93.3,93.3,93.3,14.0,14.5,13.5,0,Charge Beam,Shadow Ball,- ,17.1,Favorite,,,1,325,0,1
0,9/26/19 8:28:07 PM,326,Grumpig,Ø91Grum↯✞84C,♂,10.0,10.0,668,86,1000,?,0,0,0,?,88.9,91.1,93.3,14.0,12.5,14.5,0,Charge Beam,Shadow Ball,- ,11.3,Favorite,,,1,325,0,1
0,9/26/19 8:27:59 PM,326,Grumpig,Ø64Grum↯✞84C,♀,3.0,3.0,165,44,400,?,0,0,0,?,55.6,64.4,73.3,6.8,7.7,14.5,0,Charge Beam,Shadow Ball,- ,5.5,Shiny,,,1,325,0,1
0,9/26/19 8:27:53 PM,178,Xatu,Ø68Xatu☪✞79C,♀,32.0,32.0,1839,130,6000,?,0,0,0,?,64.4,68.4,71.1,10.4,7.6,12.8,0,Feint Attack,Ominous Wind,- ,18.0,Default,,,1,177,0,1
0,9/26/19 8:27:25 PM,103,Exeggutor Alolan,Ø77Exegg❁86C,♂,25.0,25.0,2088,150,4000,?,0,0,0,?,75.6,76.7,77.8,12.0,13.0,9.5,0,Bullet Seed,Seed Bomb,- ,24.1,Default,,,1,395,0,1
0,9/26/19 8:27:06 PM,144,Articuno,Ø84Arti❆100A,,18.0,18.0,1535,125,2200,?,0,0,0,?,82.2,84.4,88.9,12.3,11.3,14.3,0,Frost Breath,Ice Beam,- ,18.0,Shiny,,,1,143,0,1
0,9/26/19 8:26:59 PM,809,Melmetal,Ø58Melm↯100A,,25.5,25.5,2486,184,4000,?,0,0,0,?,53.3,58.2,64.4,9.0,7.8,9.4,0,Thunder Shock,Thunderbolt,- ,22.1,Shiny,,,1,575,0,1
0,9/26/19 8:26:55 PM,241,Miltank,Ø90Milt⛤○94A,♀,7.0,7.0,454,79,800,?,0,0,0,?,88.9,89.8,91.1,14.6,13.6,12.2,0,Zen Headbutt,Body Slam,- ,8.5,Favorite,,,1,240,0,1
0,9/26/19 8:26:50 PM,168,Ariados,Ø89Ariad⁂92B,♂,13.0,13.0,643,90,1600,?,0,0,0,?,86.7,88.9,91.1,13.0,12.0,15.0,0,Infestation,Megahorn,- ,11.3,Favorite,,,1,167,0,1
0,9/26/19 8:26:46 PM,351,Castform Normal,Ø90Cast✞✈62C,♂,9.0,9.0,409,74,1000,?,0,0,0,?,86.7,89.5,93.3,13.7,12.0,14.6,0,Hex,Hurricane,- ,7.0,Default,,,1,390,0,1
0,9/26/19 8:26:42 PM,162,Furret,87Furre☪⛰75C,♂,18.0,18.0,889,118,2200,?,0,0,0,?,86.7,86.7,86.7,15.0,13.0,11.0,1,Sucker Punch,Dig,- ,11.1,Default,,,1,161,0,1
0,9/26/19 8:26:38 PM,277,Swellow,Ø90Swell✈78C,♀,18.0,18.0,969,95,2200,?,0,0,0,?,88.9,89.6,91.1,13.3,13.3,13.7,0,Wing Attack,Brave Bird,- ,15.8,Default,,,1,276,0,1
0,9/26/19 8:26:32 PM,134,Vaporeon,Ø79Vapor☂87B,♂,19.0,19.0,1648,168,2500,?,0,0,0,?,77.8,78.9,80.0,14.5,8.5,12.5,0,Water Gun,Water Pulse,- ,17.5,Default,,,1,133,0,1
0,9/26/19 8:26:22 PM,185,Sudowoodo,Ø89Sudo夫♜87C,♀,24.0,24.0,1449,122,3500,?,0,0,0,?,86.7,88.9,91.1,14.0,11.0,15.0,0,Counter,Stone Edge,- ,17.2,Favorite,,,1,184,0,1
0,9/26/19 8:26:02 PM,107,Hitmonchan,Ø93Hitm夫↯90B,♂,20.0,20.0,1319,90,2500,?,0,0,0,?,91.1,93.3,95.6,14.0,13.0,15.0,0,Counter,Thunder Punch,- ,17.5,Favorite,,,1,735,0,1
0,9/26/19 8:25:51 PM,53,Persian Normal,91Persia☪91A,♀,25.0,25.0,1190,118,4000,?,0,0,0,?,91.1,91.1,91.1,15.0,11.0,15.0,1,Feint Attack,Foul Play,- ,15.4,Favorite,,,1,416,0,1
0,9/26/19 8:25:43 PM,110,Weezing,98Weezi⁂↯85B,♀,23.5,23.5,1535,114,3500,?,0,0,0,?,97.8,97.8,97.8,15.0,15.0,14.0,1,Infestation,Thunderbolt,- ,16.6,Favorite,,,1,109,0,1
0,9/26/19 8:25:39 PM,65,Alakazam,82Alaka⛤夫83E,♂,20.0,20.0,1706,93,2500,?,0,0,0,?,82.2,82.2,82.2,15.0,11.0,11.0,1,Psycho Cut,Focus Blast,- ,22.8,Default,,,1,732,0,1
0,9/26/19 8:25:28 PM,227,Skarmory,Ø78Skarm⚙85C,♀,22.0,22.0,1283,110,3000,?,0,0,0,?,71.1,77.8,84.4,12.5,8.5,14.0,0,Steel Wing,Flash Cannon,- ,15.4,Default,,,1,226,0,1
0,9/26/19 8:25:23 PM,281,Kirlia,Ø77Kirl↯✞56E,♂,20.0,20.0,523,75,2500,?,0,0,0,?,73.3,76.7,80.0,12.5,11.5,10.5,0,Charge Beam,Shadow Sneak,- ,7.4,Default,,,1,690,0,1
0,9/26/19 8:25:16 PM,286,Breloom,Ø94Brelo❁81C,♂,2.0,2.0,115,28,200,?,0,0,0,?,91.1,93.6,95.6,14.1,13.5,14.5,0,Bullet Seed,Seed Bomb,- ,6.3,Favorite,,,1,285,0,1
0,9/26/19 8:25:12 PM,342,Crawdaunt,Ø87Crawd☪74C,♂,20.0,20.0,1387,103,2500,?,0,0,0,?,86.7,87.4,88.9,14.0,11.7,13.7,0,Snarl,Night Slash,- ,21.2,Default,,,1,341,0,1
0,9/26/19 8:25:02 PM,264,Linoone,Ø55Lin○❁100B,♂,25.0,25.0,1103,126,4000,?,0,0,0,?,48.9,54.7,60.0,10.8,10.4,3.4,0,Tackle,Grass Knot,- ,15.8,Shiny,,,1,263,0,1
0,9/26/19 8:24:56 PM,323,Camerupt,Ø91Came♨⛰84C,♀,16.0,16.0,989,98,1900,?,0,0,0,?,91.1,91.1,91.1,14.0,14.5,12.5,0,Ember,Earthquake,- ,15.0,Default,,,1,322,0,1
0,9/26/19 8:24:50 PM,308,Medicham,Ø86Medic⛤93D,♂,26.0,26.0,1033,114,4000,?,0,0,0,?,82.2,85.6,88.9,13.0,12.5,13.0,0,Psycho Cut,Psychic,- ,15.4,Default,,,1,307,0,1
0,9/26/19 8:24:45 PM,275,Shiftry,Ø94Shif☪❁64C,♀,5.0,5.0,311,64,300,?,0,0,0,?,93.3,93.8,95.6,14.0,13.8,14.4,0,Feint Attack,Leaf Tornado,- ,7.1,Favorite,,,1,274,1,0
0,9/26/19 8:24:40 PM,275,Shiftry,Ø92Shif❁✈80C,♂,5.0,5.0,311,63,300,?,0,0,0,?,91.1,91.7,93.3,14.5,14.8,12.0,0,Razor Leaf,Hurricane,- ,9.0,Favorite,,,1,274,1,0
0,9/26/19 8:24:35 PM,275,Shiftry,Ø94Shift☪95B,♀,11.0,11.0,728,97,650,?,0,0,0,?,93.3,94.4,95.6,14.5,15.0,13.0,0,Feint Attack,Foul Play,- ,16.1,Favorite,,,1,274,1,0
0,9/26/19 8:24:30 PM,273,Seedot,Ø92Seed❁☪79B,♀,8.0,8.0,131,50,400,?,0,0,0,?,88.9,91.9,95.6,14.0,12.7,14.7,0,Bullet Seed,Foul Play,- ,4.3,Default,,,1,272,1,0
0,9/26/19 8:24:26 PM,273,Seedot,Ø94Seedo❁97A,♀,18.0,18.0,302,76,1100,?,0,0,0,?,93.3,94.4,95.6,14.5,13.0,15.0,0,Bullet Seed,Grass Knot,- ,8.0,Default,,,1,272,1,0
0,9/26/19 8:24:19 PM,28,Sandslash Normal,Ø90Sands⛰99B,♂,7.0,7.0,456,68,400,?,0,0,0,?,86.7,90.0,93.3,13.5,12.5,14.5,0,Mud Shot,Bulldoze,- ,9.3,Favorite,,,1,404,1,0
0,9/26/19 8:24:14 PM,299,Nosepass,Ø78Nose↯♜82D,♂,20.0,20.0,544,69,2500,?,0,0,0,?,66.7,78.1,91.1,12.7,8.0,14.5,0,Spark,Rock Blast,- ,7.5,Default,,,1,298,0,1
0,9/26/19 8:24:08 PM,269,Dustox,Ø76Dus⁂☠100A,♀,3.0,3.0,87,36,400,?,0,0,0,?,64.4,76.4,91.1,13.1,7.7,13.6,0,Struggle Bug,Sludge Bomb,- ,3.9,Default,,,1,268,0,1
0,9/26/19 8:24:03 PM,211,Qwilfish,82Qwilf☂☠90B,♀,24.0,24.0,1359,114,3500,?,0,0,0,?,82.2,82.2,82.2,10.0,15.0,12.0,1,Water Gun,Sludge Wave,- ,17.4,Default,,,1,210,0,1
0,9/26/19 8:23:57 PM,315,Roselia,Ø52Rose❁☠98A,♀,23.0,23.0,1133,93,3500,?,0,0,0,?,51.1,52.2,53.3,11.5,3.0,9.0,0,Razor Leaf,Sludge Bomb,- ,21.5,Default,,,1,314,0,1
0,9/26/19 8:23:46 PM,337,Lunatone,93Lunat⛤♡80B,,25.5,25.5,1679,148,4000,?,0,0,0,?,93.3,93.3,93.3,14.0,15.0,13.0,1,Confusion,Moonblast,- ,18.3,Favorite,,,1,336,0,1
0,9/26/19 8:23:40 PM,278,Wingull,Ø86Win☂❆100B,♀,9.0,9.0,187,53,1000,?,0,0,0,?,84.4,86.3,88.9,12.8,11.9,14.1,0,Water Gun,Ice Beam,- ,6.5,Default,,,1,277,0,1
0,9/26/19 8:14:08 PM,297,Hariyama,98Hariy夫100A,♀,32.0,32.0,2496,235,6000,?,0,0,0,?,97.8,97.8,97.8,15.0,14.0,15.0,1,Counter,Dynamic Punch,- ,31.8,Favorite,,,1,296,0,1
0,9/26/19 8:14:02 PM,93,Haunter,Ø82Haun✞☪70C,♀,20.0,20.0,1086,84,2500,?,0,0,0,?,82.2,82.2,82.2,12.5,11.5,13.0,0,Astonish,Dark Pulse,- ,17.3,Default,,,1,92,0,1
0,9/26/19 8:13:04 PM,365,Walrein,Ø85Wal☂❆100A,♂,2.0,2.0,118,42,200,?,0,0,0,?,77.8,85.3,91.1,13.5,11.7,13.2,0,Waterfall,Blizzard,- ,5.2,Default,,,1,364,0,1
0,9/26/19 8:13:01 PM,184,Azumarill,Ø76Azum☂❆83B,♀,20.0,20.0,876,140,2500,?,0,0,0,?,71.1,76.3,82.2,13.7,10.3,10.3,0,Bubble,Ice Beam,- ,10.6,Default,,,1,183,0,1
0,9/26/19 8:12:57 PM,64,Kadabra,91Kada⛤✞100A,?,20.0,20.0,1157,80,2500,?,0,0,0,?,91.1,91.1,91.1,11.0,15.0,15.0,1,Confusion,Shadow Ball,- ,23.3,Default,,,1,729,0,1
0,9/26/19 8:12:54 PM,267,Beautifly,Ø80Beaut⁂92A,♂,16.0,16.0,782,87,1900,?,0,0,0,?,80.0,80.0,80.0,14.0,13.3,8.7,0,Struggle Bug,Silver Wind,- ,14.7,Default,,,1,266,0,1
0,9/26/19 8:12:51 PM,215,Sneasel,Ø83Sneas❆96A,♀,20.0,20.0,1138,95,2500,?,0,0,0,?,82.2,83.3,84.4,12.0,11.5,14.0,0,Ice Shard,Avalanche,- ,20.0,Default,,,1,214,0,1
0,9/26/19 8:12:48 PM,245,Suicune,Ø69Suic☪☂86A,,15.0,15.0,1234,122,1900,?,0,0,0,?,62.2,68.9,75.6,13.0,6.5,11.5,0,Snarl,Water Pulse,- ,13.3,Default,,,1,244,0,1
0,9/26/19 8:12:45 PM,121,Starmie,Ø83Star☂♜82D,,15.0,15.0,1083,85,1900,?,0,0,0,?,82.2,83.0,84.4,14.7,12.3,10.3,0,Water Gun,Power Gem,- ,15.7,Default,,,1,120,0,1
0,9/26/19 8:12:42 PM,142,Aerodactyl,Ø82Aero☪♜82D,♂,20.0,20.0,1548,121,2500,?,0,0,0,?,80.0,81.7,84.4,12.5,10.5,13.8,0,Bite,Ancient Power,- ,19.2,Default,,,1,141,0,1
0,9/26/19 8:12:39 PM,286,Breloom,Ø82Bre夫❁101A,♀,8.0,8.0,576,63,800,?,0,0,0,?,80.0,82.4,84.4,11.6,11.4,14.1,0,Counter,Grass Knot,- ,17.4,Default,,,1,285,0,1
0,9/26/19 8:12:35 PM,233,Porygon2,Ø88Poryg❁92A,,20.0,20.0,1512,127,2500,?,0,0,0,?,86.7,87.8,88.9,10.5,14.0,15.0,0,Hidden Power Grass,Solar Beam,- ,16.1,Default,,,1,232,0,1
0,9/26/19 8:12:32 PM,428,Lopunny,Ø96Lopu○100A,♂,20.0,20.0,1170,105,2500,?,0,0,0,?,95.6,95.6,95.6,15.0,14.5,13.5,0,Pound,Hyper Beam,- ,16.7,Default,,,1,471,0,1
0,9/26/19 8:12:29 PM,234,Stantler,Ø68Stan⛤○89A,♀,25.0,25.0,1461,127,4000,?,0,0,0,?,66.7,67.8,68.9,10.5,6.0,14.0,0,Zen Headbutt,Stomp,- ,18.7,Default,,,1,233,0,1
0,9/26/19 8:12:26 PM,260,Swampert,Ø93Swam⛰☂98A,♂,5.0,5.0,397,69,600,?,0,0,0,?,91.1,93.0,95.6,14.3,13.4,14.1,0,Mud Shot,Surf,- ,10.3,Favorite,,,1,639,0,1
0,9/26/19 8:12:21 PM,299,Nosepass,Ø87Nosep↯81D,♂,11.0,11.0,305,51,1300,?,0,0,0,?,77.8,86.7,95.6,14.0,10.4,14.6,0,Spark,Thunderbolt,- ,5.6,Favorite,,,1,298,0,1
0,9/26/19 8:12:06 PM,80,Slowbro,87Slowb☂❆79E,♀,20.0,20.0,1412,137,2500,?,0,0,0,?,86.7,86.7,86.7,10.0,14.0,15.0,1,Water Gun,Ice Beam,- ,15.6,Default,,,1,79,0,1
0,9/26/19 8:12:01 PM,277,Swellow,89Swello✈82B,♂,31.0,31.0,1643,123,6000,?,0,0,0,?,88.9,88.9,88.9,14.0,13.0,13.0,1,Wing Attack,Aerial Ace,- ,21.6,Default,,,1,276,0,1
0,9/26/19 8:10:44 PM,277,Swellow,87Swello✈82B,♀,10.0,10.0,535,71,1000,?,0,0,0,?,86.7,86.7,86.7,13.0,12.0,14.0,1,Wing Attack,Aerial Ace,- ,12.3,Default,,,1,276,0,1
